user,duration,press_press_latency,release_press_latency,press_pressure,press_touch_major,press_touch_minor,press_x,press_y,press_x_acceleration,press_y_acceleration,press_z_acceleration,press_x_rotation,press_y_rotation,press_z_rotation,release_pressure,release_touch_major,release_touch_minor,release_x,release_y,release_x_acceleration,release_y_acceleration,release_z_acceleration,release_x_rotation,release_y_rotation,release_z_rotation
18,95.63636364,369.3,270.8,0.617045455,157.9713636,152.1465455,504.1818182,1442.363636,-0.902663636,7.517718182,5.4068,0.4349,0.050181818,-0.005972727,0.593181818,146.3216364,146.3216364,503.8181818,1438.727273,-0.896263636,7.563009091,5.983781818,0.434363636,0.049909091,-0.005536364
18,88.81818182,299.7,212.1,0.619318182,152.1465455,152.1465455,499.9090909,1416.727273,-1.114863636,7.496063636,5.283318182,0.432727273,0.063572727,0.000881818,0.614772727,146.3216364,146.3216364,499.9090909,1417.909091,-1.095245455,7.569254545,6.005527273,0.432909091,0.063845455,0.000872727
19,76.54545455,422.6,345.9,0.617045455,152.1465455,155.059,514,1450.090909,0.891209091,6.151090909,6.799409091,0.064409091,0.3498,0.931754545,0.580681818,137.5842727,137.5842727,512.7272727,1446.363636,1.016645455,6.192627273,7.129445455,0.064309091,0.349681818,0.931781818
19,97.72727273,582.9,500.5,0.610227273,155.059,146.3216455,494,1439.272727,0.742818182,6.172263636,6.779081818,0.059354545,0.3569,0.928209091,0.567045455,131.7593636,131.7593636,494.7272727,1442.818182,0.872636364,6.189563636,7.193472727,0.058209091,0.356381818,0.928554545
19,76.45454545,384.8,308.2,0.619318182,143.4091909,152.1465455,532.5454545,1439.272727,1.306218182,6.027154545,7.029527273,0.093981818,0.337363636,0.931709091,0.581818182,128.8469091,128.8469091,530.8181818,1439.363636,1.390609091,6.095936364,7.127972727,0.093536364,0.336854545,0.931963636
20,73.90909091,303.9,229.3,0.582954545,146.3216364,131.7593636,508.9090909,1445.818182,0.149263636,7.221909091,5.948254545,0.367245455,0.175754545,0.413990909,0.542045455,128.8469091,128.8469091,508.3636364,1442.727273,0.131163636,7.250772727,6.646972727,0.3669,0.1758,0.414118182
20,88.90909091,284.4,192.4,0.581818182,137.5842727,134.6718182,518.5454545,1450.454545,0.092536364,7.238381818,5.947727273,0.363827273,0.180936364,0.414436364,0.567045455,131.7593636,131.7593636,518.4545455,1457.363636,0.0422,7.173645455,6.5616,0.363781818,0.180736364,0.414736364
20,75.18181818,219.5,144.3,0.603409091,140.4965455,149.2338182,518.6363636,1447.090909,-0.002445455,7.245318182,5.771181818,0.354645455,0.202836364,0.449072727,0.561363636,140.4965455,140.4965455,517.8181818,1448,-0.030190909,7.281054545,6.695490909,0.354954545,0.2031,0.448936364
21,69.36363636,402.4,335.2,0.604545455,146.3215455,146.3216364,563.6363636,1457.545455,-0.3648,6.842227273,5.892672727,0.331372727,0.205263636,0.4452,0.577272727,137.5842727,137.5842727,563.5454545,1457.545455,-0.284090909,6.866172727,6.637527273,0.330509091,0.204872727,0.445909091
21,62.36363636,236.4,171,0.601136364,143.4091818,140.4967273,533.9090909,1461.818182,-1.021590909,7.762436364,4.901918182,0.223,0.401909091,0.717363636,0.577272727,137.5842727,137.5842727,533.6363636,1462.636364,-1.024363636,7.7401,5.539509091,0.223509091,0.401,0.716718182
21,47.90909091,488.1,439.6,0.6,137.5842727,146.3216364,571.2727273,1457.818182,-0.033327273,7.028918182,5.788827273,0.347872727,0.204854545,0.454763636,0.6,146.3216364,146.3216364,571.2727273,1451.818182,-0.020209091,6.955081818,6.035381818,0.346854545,0.205627273,0.455790909
22,94.36363636,318,224.2,0.596590909,149.2340909,149.2340909,524.1818182,1439.545455,-0.465681818,5.710736364,6.774945455,0.046063636,0.318554545,0.923609091,0.592045455,146.3216364,146.3216364,524.1818182,1438.818182,-0.486036364,5.794818182,7.683281818,0.045436364,0.320572727,0.923054545
22,90.54545455,392.7,303,0.6,149.2340909,149.2340909,510.6363636,1439.636364,0.154509091,5.153645455,7.150472727,0.091554545,0.277009091,0.914854545,0.585227273,146.3216364,146.3216364,510.6363636,1442.090909,0.138536364,5.230554545,7.865190909,0.092227273,0.276881818,0.914681818
22,94.72727273,360,264.2,0.592045455,149.2340909,146.3216364,501.6363636,1446.181818,-0.659063636,5.733209091,6.687145455,0.073145455,-0.317290909,-0.9387,0.589772727,143.4091818,143.4091818,501.4545455,1443.727273,-0.497218182,5.8495,7.515554545,0.0727,-0.317909091,-0.938545455
23,60.45454545,794.4,732.9,0.636363636,157.9711818,166.7083636,532.7272727,1443.454545,-0.364736364,6.390872727,6.664063636,0.1877,-0.299663636,-0.817063636,0.628409091,157.9712727,157.9712727,532.4545455,1446.090909,-0.388309091,6.530790909,7.279845455,0.188090909,-0.300618182,-0.816518182
23,66.54545455,281.7,214.4,0.657954545,166.7083636,172.5331818,532.1818182,1449.545455,-0.526218182,6.076909091,6.645254545,0.188890909,-0.270581818,-0.820727273,0.647727273,163.7959091,163.7959091,532.0909091,1452.090909,-0.448318182,6.288854545,7.554045455,0.186018182,-0.273436364,-0.8209
23,66.63636364,195.9,129.2,0.654545455,172.5331818,166.7084545,524,1455.818182,-1.043654545,6.3312,6.546618182,0.298545455,-0.1766,-0.593418182,0.644318182,160.8837273,160.8837273,523.7272727,1459.545455,-0.976227273,6.380654545,7.121609091,0.3003,-0.175154545,-0.590963636
24,57.18181818,245.4,189.2,0.65,166.7084545,169.6208182,507.7272727,1448.636364,0.146281818,6.2795,6.4627,0.253627273,0.2418,0.658245455,0.586363636,149.2340909,149.2340909,506.9090909,1439.545455,0.154372727,6.263081818,7.1586,0.255827273,0.242254545,0.6579
24,62.09090909,202,139.5,0.639772727,166.7084545,166.7084545,504.5454545,1455.272727,0.024772727,7.939336364,5.137136364,0.296963636,0.378990909,0.664609091,0.622727273,160.8837273,160.8837273,504.1818182,1452.818182,0.023927273,8.006818182,5.545036364,0.297118182,0.379981818,0.664318182
24,63.36363636,191.1,128,0.640909091,169.6208182,169.6208182,506.6363636,1445,-0.033281818,6.625336364,6.207918182,0.266445455,0.266972727,0.653663636,0.5875,152.1464545,152.1464545,505.4545455,1446.272727,-0.104954545,6.621654545,6.626427273,0.266490909,0.266718182,0.653518182
25,122,536.8,417.6,0.6,157.9712727,140.4967273,520.9090909,1447.909091,1.151236364,4.1806,7.671927273,0.092145455,-0.2168,-0.7617,0.539772727,131.7593727,131.7593727,518.7272727,1451.636364,1.163090909,4.266854545,8.392081818,0.092336364,-0.217036364,-0.761281818
25,102.9090909,870,764.2,0.589772727,140.4967273,140.4967364,581.0909091,1451.545455,-0.723590909,4.850027273,7.115181818,0.169218182,-0.197081818,-0.792772727,0.567045455,137.5842818,137.5842818,579.7272727,1459.727273,-0.826254545,5.010945455,8.035781818,0.169345455,-0.196263636,-0.792772727
25,121.6363636,476.2,354.9,0.6,143.4091909,152.1465455,521.1818182,1451.181818,1.086609091,4.091527273,7.736909091,0.085372727,-0.213381818,-0.777672727,0.534090909,134.6718182,134.6718182,519,1440.454545,1.0984,4.167836364,8.497272727,0.085472727,-0.213236364,-0.777318182
26,74,298.1,226.7,0.614772727,146.3216364,152.1464545,543.1818182,1461.181818,-0.6283,7.097454545,5.670536364,0.278172727,0.302536364,0.616936364,0.594318182,146.3215455,146.3215455,543,1465.454545,-0.597790909,7.117781818,6.187018182,0.2781,0.302145455,0.616281818
26,76.81818182,242.9,164.2,0.621590909,157.9713636,155.0589091,535.5454545,1466.636364,-0.549354545,7.0288,5.750209091,0.275654545,0.299781818,0.6213,0.617045455,152.1464545,152.1464545,535.3636364,1464.181818,-0.5545,7.057990909,6.233609091,0.275436364,0.299536364,0.621609091
26,79,358.4,279,0.618181818,155.0589091,152.1465455,544.2727273,1464.454545,-0.607781818,7.187063636,5.588381818,0.278463636,0.310318182,0.621618182,0.606818182,146.3216364,146.3216364,544.0909091,1468.363636,-0.615109091,7.190927273,6.204290909,0.278581818,0.310336364,0.621827273
27,60.63636364,701.5,638.9,0.55,140.4967273,123.022,597.2727273,1447.636364,-0.242563636,0.110418182,8.669681818,0.001736364,0.013081818,0.375727273,0.4875,114.2846636,114.2846636,596.8181818,1441.181818,-0.279718182,0.098618182,9.341909091,0.001718182,0.013390909,0.375854545
27,64.72727273,816.8,750.6,0.573863636,123.022,120.1095545,558.1818182,1457.818182,-0.236245455,0.017036364,8.755954545,0.009763636,0.010118182,-0.347463636,0.547727273,117.1971091,117.1971091,557.6363636,1472.090909,-0.249090909,0.027372727,9.662945455,0.009654545,0.009954545,-0.347481818
27,55.18181818,516.7,459.3,0.561363636,117.1971091,114.2846636,571.8181818,1463.090909,-0.236727273,0.103845455,8.715663636,0.001981818,0.008681818,0.353636364,0.527272727,108.4597727,108.4597727,571.5454545,1447.363636,-0.221663636,0.102018182,9.732709091,0.001990909,0.008836364,0.353254545
28,69.45454545,371.4,303.4,0.539772727,120.1095636,125.9344545,525.4545455,1450.090909,0.228718182,5.893863636,6.870081818,0.326154545,-0.010927273,0.005463636,0.492045455,117.1971091,117.1971091,524.6363636,1449.636364,0.243545455,5.918790909,7.597263636,0.326345455,-0.011163636,0.004845455
28,70.18181818,481.7,413.7,0.577272727,131.7593636,131.7593636,506.8181818,1449.636364,0.199872727,6.0934,6.649609091,0.322372727,0.080854545,0.236554545,0.547727273,120.1095636,120.1095636,506.3636364,1448.545455,0.191436364,6.146872727,7.326636364,0.322763636,0.078427273,0.230027273
28,66,302.6,236.7,0.536363636,123.022,120.1095545,530,1434.727273,0.158090909,6.060236364,6.736463636,0.335390909,-0.000863636,0.017936364,0.509090909,117.1971091,117.1971091,528.9090909,1428.272727,0.158772727,6.067581818,7.469281818,0.335518182,-0.000254545,0.018654545
29,60.45454545,482.1,422.2,0.594318182,123.0220091,134.6718182,527.4545455,1424.636364,-0.658209091,4.548936364,7.572127273,0.207154545,0.139218182,0.382263636,0.576136364,134.6718182,134.6718182,526.9090909,1425.545455,-0.792545455,4.651136364,8.308763636,0.2034,0.126454545,0.372127273
29,56.63636364,543.7,487.2,0.607954545,143.4090909,146.3214545,544.4545455,1431.090909,-1.284872727,4.215845455,7.7974,0.173036364,0.160409091,0.433863636,0.584090909,140.4965545,140.4965545,543.9090909,1431.909091,-1.327490909,4.319636364,8.599563636,0.172336364,0.1594,0.431045455
29,68.81818182,559.7,492.4,0.596590909,137.5841818,137.5842727,529.4545455,1442.454545,-0.466281818,5.177372727,7.366445455,0.261018182,0.075772727,0.201781818,0.586363636,131.7593636,131.7593636,529,1446.636364,-0.699190909,5.258990909,7.919572727,0.261845455,0.080281818,0.203727273
30,112.1818182,266.8,157.7,0.634090909,146.3216364,160.8837273,522.2727273,1448.636364,-0.425563636,7.447890909,5.446854545,0.424536364,0.043709091,0.049172727,0.617045455,157.9712727,157.9712727,521.8181818,1452.636364,-0.410390909,7.584772727,6.458081818,0.423063636,0.044509091,0.049836364
30,105.9090909,246.5,140.9,0.640909091,160.8837273,157.9713636,523.0909091,1461.181818,-0.406681818,7.467081818,5.583554545,0.4242,0.055590909,0.064681818,0.604545455,155.059,155.059,522.6363636,1456.454545,-0.338827273,7.556818182,6.320327273,0.424681818,0.056372727,0.0639
